group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
DynamicAccumulator: Prove Membership,,10,,,52173291.0,ns,441
DynamicAccumulator: Prove Membership,,10,,,52935000.0,ns,450
DynamicAccumulator: Prove Membership,,10,,,53792000.0,ns,459
DynamicAccumulator: Prove Membership,,10,,,55033084.0,ns,468
DynamicAccumulator: Prove Membership,,10,,,56000583.0,ns,477
DynamicAccumulator: Prove Membership,,10,,,57154667.0,ns,486
DynamicAccumulator: Prove Membership,,10,,,58101833.0,ns,495
DynamicAccumulator: Prove Membership,,10,,,59220333.0,ns,504
DynamicAccumulator: Prove Membership,,10,,,60122083.0,ns,513
DynamicAccumulator: Prove Membership,,10,,,61231667.0,ns,522
DynamicAccumulator: Prove Membership,,10,,,62260083.0,ns,531
DynamicAccumulator: Prove Membership,,10,,,63584667.0,ns,540
DynamicAccumulator: Prove Membership,,10,,,64474208.0,ns,549
DynamicAccumulator: Prove Membership,,10,,,65377875.0,ns,558
DynamicAccumulator: Prove Membership,,10,,,66299167.0,ns,567
DynamicAccumulator: Prove Membership,,10,,,67717417.0,ns,576
DynamicAccumulator: Prove Membership,,10,,,68770000.0,ns,585
DynamicAccumulator: Prove Membership,,10,,,69967125.0,ns,594
DynamicAccumulator: Prove Membership,,10,,,70888625.0,ns,603
DynamicAccumulator: Prove Membership,,10,,,71815917.0,ns,612
DynamicAccumulator: Prove Membership,,10,,,72637750.0,ns,621
DynamicAccumulator: Prove Membership,,10,,,74388792.0,ns,630
DynamicAccumulator: Prove Membership,,10,,,74762208.0,ns,639
DynamicAccumulator: Prove Membership,,10,,,76150917.0,ns,648
DynamicAccumulator: Prove Membership,,10,,,76990542.0,ns,657
DynamicAccumulator: Prove Membership,,10,,,77973583.0,ns,666
DynamicAccumulator: Prove Membership,,10,,,79371041.0,ns,675
DynamicAccumulator: Prove Membership,,10,,,80113167.0,ns,684
DynamicAccumulator: Prove Membership,,10,,,81112958.0,ns,693
DynamicAccumulator: Prove Membership,,10,,,82664541.0,ns,702
DynamicAccumulator: Prove Membership,,10,,,83422709.0,ns,711
DynamicAccumulator: Prove Membership,,10,,,84811042.0,ns,720
DynamicAccumulator: Prove Membership,,10,,,85803042.0,ns,729
DynamicAccumulator: Prove Membership,,10,,,86951667.0,ns,738
DynamicAccumulator: Prove Membership,,10,,,87926542.0,ns,747
DynamicAccumulator: Prove Membership,,10,,,88971500.0,ns,756
DynamicAccumulator: Prove Membership,,10,,,89965917.0,ns,765
DynamicAccumulator: Prove Membership,,10,,,90997000.0,ns,774
DynamicAccumulator: Prove Membership,,10,,,92162667.0,ns,783
DynamicAccumulator: Prove Membership,,10,,,93008500.0,ns,792
DynamicAccumulator: Prove Membership,,10,,,94392666.0,ns,801
DynamicAccumulator: Prove Membership,,10,,,95253250.0,ns,810
DynamicAccumulator: Prove Membership,,10,,,95777792.0,ns,819
DynamicAccumulator: Prove Membership,,10,,,96877583.0,ns,828
DynamicAccumulator: Prove Membership,,10,,,98294458.0,ns,837
DynamicAccumulator: Prove Membership,,10,,,99271583.0,ns,846
DynamicAccumulator: Prove Membership,,10,,,99868166.0,ns,855
DynamicAccumulator: Prove Membership,,10,,,101551875.0,ns,864
DynamicAccumulator: Prove Membership,,10,,,102620833.0,ns,873
DynamicAccumulator: Prove Membership,,10,,,103477167.0,ns,882
DynamicAccumulator: Prove Membership,,10,,,104528958.0,ns,891
DynamicAccumulator: Prove Membership,,10,,,105857292.0,ns,900
